  ID,Schenk_Jackson_2002,Reference,location,Latitude,Longitude,Elevation,MaxDiameter,Measurement,Totmass,Sampdepth,Sampmax,Texture,Depth_org_horizon,Broadleaved_trees,Needleleaved_trees,Shrubs,Semi_shrubs,Grasses,Forbs,Succulents,Tree_phenology,Anthropogenic,Wetland,Vegetation,UMD_cover,PET,MAP,Rainfall_season,D50,D95,D50_extrapolated,D95_extrapolated
TS17b,YES,Christie 1978,"SW Queensland, Australia",-26.17,146.27,306,Total,mass,0.19,1.2,no,coarse,0,0,0,0,0,1,1,0,-999,N,N,Grassland,10,1639,483,summer maximum,0.19,0.9,0.22,1.42
TS20a,YES,Midwood et al. 1998,"Texas, USA",27.65,-98.22,75-90,Total,mass,20.65,1.5,no,medium,0,1,0,1,0,1,1,0,winter-deciduous,N,N,Wooded grassland,7,1123,716,summer maximum,0.17,1.08,0.2,1.76
TS20b,YES,Midwood et al. 1998,"Texas, USA",27.65,-98.22,75-90,Total,mass,5.09,1.5,no,medium,0,0,0,0,0,1,1,0,winter-deciduous,N,N,Wooded grassland,7,1123,716,summer maximum,0.33,1.27,0.43,2.32
TS21,YES,Popov 1979,S Turkmenistan,35.3,62.4,-999,Total,mass,3.2,3.2,no,medium,0,1,0,0,0,0,0,0,evergreen,N,N,Woodland,6,1375,289,winter maximum,0.05,1.32,0.05,1.32
TS25a,YES,Johnsen 1962,"Arizona, USA",34.37,-109.38,2000,Total,mass,0.2,0.61,no,-999,0,0,0,0,0,1,0,0,-999,N,N,Grassland,10,1576,297,summer maximum,0.08,0.33,0.08,0.38
TS25b,YES,Johnsen 1962,"Arizona, USA",34.37,-109.38,2000,Total,mass,0.32,0.61,no,-999,0,0,1,0,0,1,0,0,evergreen,N,N,Wooded grassland,7,1576,297,summer maximum,0.18,0.53,0.23,0.98
TS25c,YES,Johnsen 1962,"Arizona, USA",34.37,-109.38,2000,Total,mass,0.74,0.61,no,-999,0,0,1,0,0,1,0,0,evergreen,N,N,Wooded grassland,7,1576,297,summer maximum,0.28,0.56,0.36,1.01
TS26a,YES,Weaver 1977,"Montana, USA",45.73,-110.98,1570,5,mass,0.52,0.7,no,medium,0,0,0,1,0,1,0,0,-999,N,N,open shrubland,7,1096,550,summer maximum,0.15,0.58,0.19,1.05
TS26b,YES,Weaver 1977,"Montana, USA",45.8,-110.8,1780,5,mass,1.07,0.7,no,medium,0,0,0,1,0,1,0,0,-999,N,N,open shrubland,7,1096,900,summer maximum,0.15,0.6,0.22,1.13
TS27,NO,Millikin & Bledsoe 1999,"California, USA",39.25,-121.28,-999,Fine,mass,2.02,1.5,no,-999,0,1,0,0,0,1,0,0,winter-deciduous,N,N,Wooded grassland,6,1368,730,winter maximum,0.3,1.14,0.3,1.14
TU01a,YES,Dennis & Johnson 1970,"Alaska, USA",71.33,-156.65,< 5,Total,mass,2.31,0.55,no,medium,16,0,0,0,0,1,1,0,-999,N,N,Tundra,10,384,104,summer maximum,0.08,0.44,0.08,0.44
TU01b,YES,Dennis & Johnson 1970,"Alaska, USA",71.33,-156.65,< 5,Total,mass,1.69,0.6,no,-999,7,0,0,0,0,1,0,0,-999,N,N,Tundra,10,384,104,summer maximum,0.07,0.42,0.07,0.42
TU01c,YES,Dennis & Johnson 1970,"Alaska, USA",71.33,-156.65,< 5,Total,mass,1.66,0.4,no,-999,2,0,0,0,0,1,0,0,-999,N,N,Tundra,10,384,104,summer maximum,0.05,0.3,0.05,0.3
TU01d,YES,Dennis & Johnson 1970,"Alaska, USA",71.33,-156.65,< 5,Total,mass,2.04,0.4,no,-999,20,0,0,0,0,1,0,0,-999,N,N,Tundra,10,384,104,summer maximum,0.08,0.34,0.08,0.34
TU01e,YES,Dennis & Johnson 1970,"Alaska, USA",71.33,-156.65,< 5,Total,mass,2.08,0.6,no,medium,16,0,0,0,0,1,1,0,-999,N,N,Tundra,10,384,104,summer maximum,0.13,0.52,0.13,0.52
TU02,YES,Dennis et al. 1978,"Alaska, USA",71.33,-156.65,< 5,Total,mass,0.46,0.25,no,medium,16,0,0,0,0,1,1,0,-999,N,N,Tundra,10,384,104,summer maximum,0.05,0.18,0.05,0.18
TU04a,YES,Ignatenko & Khakimzyanova 19,"Komi, Russia",66.67,62.58,143,Total,mass,0.4,0.34,no,medium,18,0,0,0,1,1,0,0,-999,N,N,Tundra,7,377,340,summer maximum,0.04,0.16,0.04,0.16
TU04b,YES,Ignatenko & Khakimzyanova 19,"Komi, Russia",66.67,62.58,143,Total,mass,1.03,0.48,no,-999,12,0,0,1,0,1,0,0,-999,N,N,Tundra,7,377,340,summer maximum,0.03,0.22,0.03,0.22
TU04c,YES,Ignatenko & Khakimzyanova 19,"Komi, Russia",66.67,62.58,143,Total,mass,0.58,0.38,no,medium,18,0,0,0,1,1,0,0,-999,N,N,Tundra,7,377,340,summer maximum,0.03,0.16,0.03,0.16
TU04d,YES,Ignatenko & Khakimzyanova 19,"Komi, Russia",66.67,62.58,143,Total,mass,0.81,0.38,no,-999,12,0,0,1,0,1,0,0,-999,N,N,Tundra,7,377,340,summer maximum,0.1,0.15,0.1,0.15
TU05a,NO,Khodachek 1971,"Taimyr Peninsula, Russia",73.33,90.62,-999,Total,mass,3.47,0.5,no,-999,10,0,0,0,1,1,1,0,-999,N,Y,Tundra,10,332,338,summer maximum,0.11,0.4,0.11,0.4
TU05b,NO,Khodachek 1971,"Taimyr Peninsula, Russia",73.33,90.62,-999,Total,mass,2.1,0.46,no,-999,6,0,0,0,1,1,1,0,-999,N,Y,Tundra,10,332,338,summer maximum,0.16,0.41,0.16,0.41
TU05c,NO,Khodachek 1971,"Taimyr Peninsula, Russia",73.33,90.62,-999,Total,mass,1.43,0.48,no,-999,0,0,0,0,1,1,1,0,-999,N,Y,Tundra,10,332,338,summer maximum,0.13,0.37,0.13,0.37
TU06,YES,Muc 1977,"Northwest Territories, Canada",75.55,-84.67,50,Total,mass,1.13,0.25,no,organic,5,0,0,0,1,1,1,0,-999,N,N,Tundra,7,230,185,summer maximum,0.12,0.23,0.12,0.23
TU07,YES,Ignatenko et al. 1972,"Taimyr Peninsula, Russia",72.45,101.95,30-150,5,mass,0.43,0.65,no,medium,11.7,0,0,0,1,1,1,0,-999,N,N,Tundra,7,337,243,summer maximum,0.09,0.41,0.09,0.41
TU12a,YES,Miller et al. 1982,central Alaska,65.43,-145.5,750-105,0.25,mass,-999,0.25,no,medium,6,0,0,0,1,0,0,0,-999,N,N,Tundra,7,419,235,summer maximum,0.11,0.22,0.11,0.22
TU12b,YES,Miller et al. 1982,central Alaska,65.43,-145.5,750-105,0.25,mass,-999,0.25,no,medium,8,0,0,0,1,0,0,0,-999,N,N,Tundra,7,419,235,summer maximum,0.11,0.21,0.11,0.21
TU12c,YES,Miller et al. 1982,central Alaska,65.43,-145.5,750-105,0.25,mass,-999,0.25,no,medium,8,0,0,0,1,0,0,0,-999,N,N,Tundra,7,419,235,summer maximum,0.06,0.17,0.06,0.17
TU12d,YES,Miller et al. 1982,central Alaska,65.43,-145.5,750-105,0.25,mass,-999,0.35,no,medium,40,0,0,0,1,1,1,0,-999,N,N,Tundra,8,419,235,summer maximum,0.11,0.28,0.11,0.28
TU12e,YES,Miller et al. 1982,central Alaska,65.43,-145.5,750-105,0.25,mass,-999,0.35,no,medium,40,0,0,1,1,1,0,0,-999,N,N,Tundra,7,419,235,summer maximum,0.22,0.34,0.22,0.34
TU12f,YES,Miller et al. 1982,central Alaska,65.43,-145.5,750-105,0.25,mass,-999,0.25,no,medium,40,0,0,0,1,1,0,0,-999,N,N,Tundra,7,419,235,summer maximum,0.15,0.24,0.15,0.24
TU12g,YES,Miller et al. 1982,central Alaska,65.43,-145.5,750-105,0.25,mass,-999,0.57,no,medium,57,0,0,0,1,1,1,0,-999,N,N,Tundra,7,419,235,summer maximum,0.1,0.43,0.1,0.43
TU12h,YES,Miller et al. 1982,central Alaska,65.43,-145.5,750-105,0.25,mass,-999,0.45,no,medium,45,0,0,0,1,1,1,0,-999,N,N,Tundra,7,419,235,summer maximum,0.15,0.36,0.15,0.36
WB01a,YES,Farrish 1991,"Louisiana, USA",33,-92.68,-999,3,mass,0.81,0.9,no,medium,-999,1,1,1,0,0,1,0,winter-deciduous,N,N,Mixed forest / tempe,5,1075,1300,"non-tropical,",0.15,0.74,0.19,1.34
WB01b,YES,Farrish 1991,"Louisiana, USA",33,-92.68,-999,3,mass,1.01,0.9,no,medium,-999,1,1,1,0,0,1,0,winter-deciduous,N,N,Mixed forest / tempe,5,1075,1300,"non-tropical,",0.13,0.7,0.16,1.22
WB02,YES,Harris et al. 1977,"Tennessee, USA",36.02,-84.27,-999,Total,mass,1.64,0.6,no,medium,0,1,0,0,0,0,0,0,winter-deciduous,N,N,DBL forest / tempera,4,1063,1390,"non-tropical,",0.14,0.46,0.15,0.65
WB04,YES,Karizumi 1978,"SW Honshu, Japan",32.17,130.47,440,Total,mass,6.74,2.4,yes,-999,3,1,0,0,0,0,0,0,evergreen,N,N,EBL forest / tempera,2,1317,2680,summer maximum,0.26,1.62,0.27,1.88
WB05,YES,Qiu et al. 1992,"Zhejiang Province, China",30.02,120.25,100,Total,mass,3.21,1,no,-999,0,1,0,0,0,0,0,0,evergreen,N,N,EBL forest / tempera,2,741,1800,summer maximum,0.22,0.71,0.23,0.94
WB06,YES,Isagi et al. 1997,"central Honshu, Japan",34.93,135.77,65,Total,mass,2.78,0.9,no,-999,0,1,0,0,0,0,0,0,evergreen,N,N,EBL forest / tempera,2,1007,1581,summer maximum,0.17,0.66,0.19,0.96
WB07,YES,Rui et al. 1999,"Sichuan, China",29.83,106.43,215,Total,mass,2.88,0.9,no,coarse,0,1,0,0,0,0,0,0,evergreen,N,N,EBL forest / tempera,2,533,1123,summer maximum,0.15,0.62,0.16,0.84
WB08,YES,Qiu et al. 1984,"Yunnan, China",24.55,101.03,2500,-999,unknown,-999,1.5,no,-999,-999,1,0,1,0,0,0,0,evergreen,N,N,EBL forest / tempera,2,848,1000,"tropical, seas",0.23,1.15,0.27,1.92
WB14,YES,Chen et al. 1994,S China,23.45,111.88,400,Total,number,-999,5,no,fine,0,1,0,1,0,0,1,0,evergreen,N,N,EBL forest / tempera,2,736,1744,"tropical, seas",0.73,3.8,0.73,3.8
WB18,YES,Duncan 1941,"North Carolina, USA",35.98,-78.99,-999,Total,number,-999,0.46,no,fine,0,1,0,1,0,0,1,0,winter-deciduous,N,N,DBL forest / tempera,4,991,1190,"non-tropical,",0.11,0.39,0.15,0.74
WC01a,YES,Ares & Peinemann 1992,"Buenos Aires, Argentina",-38,-62.03,300-600,2,mass,0.37,0.5,no,medium,0,0,1,0,0,0,0,0,evergreen,Y,N,ENL plantation / tem,1,1038,800,summer maximum,0.1,0.41,0.12,0.73
WC01b,YES,Ares & Peinemann 1992,"Buenos Aires, Argentina",-38,-62.03,300-600,2,mass,0.27,0.5,no,medium,0,0,1,0,0,0,0,0,evergreen,Y,N,ENL plantation / tem,1,1038,800,summer maximum,0.15,0.45,0.24,0.87
WC01c,YES,Ares & Peinemann 1992,"Buenos Aires, Argentina",-38,-62.03,300-600,2,mass,0.67,0.5,no,medium,0,0,1,0,0,0,0,0,evergreen,Y,N,ENL plantation / tem,1,1038,800,summer maximum,0.1,0.31,0.1,0.36
WC01d,YES,Ares & Peinemann 1992,"Buenos Aires, Argentina",-38,-62.03,300-600,2,mass,0.9,0.5,yes,medium,0,0,1,0,0,0,0,0,evergreen,Y,N,ENL plantation / tem,1,1038,800,summer maximum,0.12,0.42,0.14,0.72
WC01e,YES,Ares & Peinemann 1992,"Buenos Aires, Argentina",-38,-62.03,300-600,2,mass,0.65,0.5,no,medium,0,0,1,0,0,0,0,0,evergreen,Y,N,ENL plantation / tem,1,1038,800,summer maximum,0.17,0.45,0.23,0.83
WC01f,YES,Ares & Peinemann 1992,"Buenos Aires, Argentina",-38,-62.03,300-600,2,mass,0.29,0.5,no,medium,0,0,1,0,0,0,0,0,evergreen,Y,N,ENL plantation / tem,1,1038,800,summer maximum,0.1,0.39,0.11,0.64
WC01g,YES,Ares & Peinemann 1992,"Buenos Aires, Argentina",-38,-62.03,300-600,2,mass,1.04,0.5,no,medium,0,0,1,0,0,0,0,0,evergreen,Y,N,ENL plantation / tem,1,1038,800,summer maximum,0.19,0.46,0.31,0.89
WC01h,YES,Ares & Peinemann 1992,"Buenos Aires, Argentina",-38,-62.03,300-600,2,mass,1.41,0.5,no,medium,0,0,1,0,0,0,0,0,evergreen,Y,N,ENL plantation / tem,1,1038,800,summer maximum,0.13,0.41,0.15,0.65
WC01i,YES,Ares & Peinemann 1992,"Buenos Aires, Argentina",-38,-62.03,300-600,2,mass,0.26,0.5,no,medium,0,0,1,0,0,0,0,0,evergreen,Y,N,ENL plantation / tem,1,1038,800,summer maximum,0.13,0.44,0.18,0.8
WC01j,YES,Ares & Peinemann 1992,"Buenos Aires, Argentina",-38,-62.03,300-600,2,mass,5.58,0.5,no,medium,0,0,1,0,0,0,0,0,evergreen,Y,N,ENL plantation / tem,1,1038,800,summer maximum,0.05,0.3,0.05,0.4
WC01k,YES,Ares & Peinemann 1992,"Buenos Aires, Argentina",-38,-62.03,300-600,2,mass,0.42,0.5,no,medium,0,0,1,0,0,0,0,0,evergreen,Y,N,ENL plantation / tem,1,1038,800,summer maximum,0.13,0.43,0.17,0.78
WC01l,YES,Ares & Peinemann 1992,"Buenos Aires, Argentina",-38,-62.03,300-600,2,mass,1.25,0.5,no,medium,0,0,1,0,0,0,0,0,evergreen,Y,N,ENL plantation / tem,1,1038,800,summer maximum,0.15,0.42,0.17,0.67
WC03,YES,Harris et al. 1977,"North Carolina, USA",35.93,-79.32,-999,Total,mass,1.08,0.7,no,medium,0,0,1,0,0,0,0,0,evergreen,N,N,ENL forest / tempera,1,985,1160,"non-tropical,",0.12,0.41,0.13,0.47
WC07,YES,Van Rees & Comerford 1986,"Florida, USA",29.67,-82.25,53,Total,mass,0.98,2.45,no,medium,0,0,1,1,0,1,1,0,evergreen,N,N,ENL forest / tempera,1,1307,1330,summer maximum,0.12,1.34,0.12,1.51
WC11a,YES,Parker & Van Lear 1996,"South Carolina, USA",34.68,-82.82,-999,Total,number,-999,1,no,fine,0,0,1,0,0,0,0,0,evergreen,N,N,ENL forest / tempera,1,946,1350,"non-tropical,",0.22,0.83,0.27,1.43
WC11b,YES,Parker & Van Lear 1996,"South Carolina, USA",34.68,-82.82,-999,Total,number,-999,1,no,fine,0,0,1,0,0,0,0,0,evergreen,N,N,ENL forest / tempera,1,946,1350,"non-tropical,",0.18,0.83,0.23,1.52
WC11c,YES,Parker & Van Lear 1996,"South Carolina, USA",34.68,-82.82,-999,Total,number,-999,1,no,medium,0,0,1,0,0,0,0,0,evergreen,N,N,ENL forest / tempera,1,946,1350,"non-tropical,",0.26,0.86,0.33,1.52
WC13a,YES,Davis et al. 1983,"Tasmania, Australia",-41.38,146.38,-999,Total,length,-999,0.8,no,medium,2,0,1,0,0,0,0,0,evergreen,Y,N,ENL plantation / tem,1,1109,1100,winter maximum,0.29,0.73,0.44,1.39
WC13b,YES,Davis et al. 1983,"Tasmania, Australia",-42.08,145.28,-999,Total,length,-999,0.8,no,coarse,5,0,1,0,0,0,0,0,evergreen,Y,N,ENL plantation / tem,1,1108,1300,winter maximum,0.13,0.68,0.2,1.3
WC13c,YES,Davis et al. 1983,"Tasmania, Australia",-41.35,146.5,-999,Total,length,-999,0.8,no,medium,3,0,1,0,0,0,0,0,evergreen,Y,N,ENL plantation / tem,1,1109,1100,winter maximum,0.14,0.68,0.22,1.31
WC13d,YES,Davis et al. 1983,"Tasmania, Australia",-41.35,146.5,-999,Total,length,-999,0.8,no,medium,2,0,1,0,0,0,0,0,evergreen,Y,N,ENL plantation / tem,1,1109,1100,winter maximum,0.04,0.61,0.07,1.18
WC13e,YES,Davis et al. 1983,"Tasmania, Australia",-41.23,147.52,-999,Total,length,-999,0.8,no,medium,0,0,1,0,0,0,0,0,evergreen,Y,N,ENL plantation / tem,1,1168,1100,winter maximum,0.18,0.7,0.28,1.34
WC19a,YES,Karizumi 1978,"Honshu, Japan",-999,-999,-999,Total,mass,4.02,2.4,yes,-999,-999,0,1,0,0,0,0,0,evergreen,Y,N,ENL plantation / tem,1,-999,-999,-999,0.18,0.55,0.18,0.55
WC19b,YES,Karizumi 1978,"Honshu, Japan",-999,-999,-999,Total,mass,5.53,2.4,yes,-999,-999,0,1,0,0,0,0,0,evergreen,Y,N,ENL plantation / tem,1,-999,-999,-999,0.16,0.39,0.16,0.39
WC19c,YES,Karizumi 1978,"Honshu, Japan",-999,-999,-999,Total,mass,4.43,2.4,no,-999,-999,0,1,0,0,0,0,0,evergreen,Y,N,ENL plantation / tem,1,-999,-999,-999,0.2,0.81,0.2,0.83
WC19d,YES,Karizumi 1978,"Honshu, Japan",-999,-999,-999,Total,mass,4.27,2.4,yes,-999,-999,0,1,0,0,0,0,0,evergreen,Y,N,ENL plantation / tem,1,-999,-999,-999,0.17,0.57,0.17,0.57
WC23a,YES,Turner 1936,"Arkansas, USA",34.02,-93.93,120,Total,number,-999,0.91,no,medium,0,0,1,0,0,0,0,0,evergreen,N,N,ENL forest / tempera,1,1162,1270,"non-tropical,",0.21,0.72,0.23,1.1
WC23b,YES,Turner 1936,"Arkansas, USA",33.22,-91.8,50-60,Total,number,-999,0.91,no,medium,0,0,1,0,0,0,0,0,evergreen,N,N,ENL forest / tempera,1,1108,1370,winter maximum,0.2,0.73,0.23,1.19
WC23c,YES,Turner 1936,"Arkansas, USA",33.22,-93.23,100,Total,number,-999,0.91,no,medium,0,0,1,0,0,0,0,0,evergreen,N,N,ENL forest / tempera,1,1132,1120,"non-tropical,",0.2,0.72,0.22,1.12
